episode,reward,length,success
1059,165.6594,106,1
1060,155.6614,109,1
1061,169.8756,121,1
1062,159.0878,107,1
1063,148.7470,82,1
1064,143.8068,74,1
1065,130.3753,65,1
1066,131.5280,65,1
1067,138.9947,78,1
1068,174.8451,110,1
1069,145.0931,113,1
1070,150.8128,148,1
1071,177.6341,120,1
1072,140.6388,83,1
1073,145.8802,72,1
1074,159.6471,96,1
1075,147.6348,83,1
1076,152.8964,86,1
1077,150.0345,100,1
1078,170.5001,105,1
1079,-100.0042,11,0
1080,179.9978,131,1
1081,181.2741,119,1
1082,126.9681,93,1
1083,149.3493,103,1
1084,148.6883,98,1
1085,152.9265,104,1
1086,122.1832,76,1
1087,173.5999,124,1
1088,155.2342,112,1
1089,145.2740,102,1
1090,155.9588,110,1
1091,142.0425,139,1
1092,158.3611,83,1
1093,125.5749,61,1
1094,152.5143,112,1
1095,165.6784,108,1
1096,143.7141,166,1
1097,173.0307,153,1
1098,147.0670,76,1
1099,-167.4145,500,0
1100,152.4573,154,1
1101,170.9172,117,1
1102,153.7282,108,1
1103,146.8007,77,1
1104,142.5507,88,1
1105,142.6918,118,1
1106,143.9612,91,1
1107,148.0512,100,1
1108,177.1583,126,1
1109,164.6165,105,1
1110,164.6493,115,1
1111,164.3642,163,1
1112,165.4930,107,1
1113,159.3099,97,1
1114,169.5185,101,1
1115,143.3418,74,1
1116,133.7332,68,1
1117,146.6222,72,1
1118,131.0163,69,1
1119,158.6580,103,1
1120,165.7444,155,1
1121,174.6766,182,1
1122,149.3675,142,1
1123,151.5209,88,1
1124,165.4504,93,1
1125,127.2660,61,1
1126,142.5661,105,1
1127,155.9946,89,1
1128,129.2272,414,1
1129,165.3038,129,1
1130,165.4958,99,1
1131,157.7102,96,1
1132,169.8951,106,1
1133,145.4696,85,1
1134,154.9646,84,1
1135,158.5940,104,1
1136,139.6415,71,1
1137,168.6284,117,1
1138,137.8558,69,1
1139,169.3404,104,1
1140,158.7872,114,1
1141,150.7892,87,1
1142,173.0128,119,1
1143,-99.6014,9,0
1144,157.5783,102,1
1145,145.4461,82,1
1146,154.6560,122,1
1147,163.0686,86,1
1148,168.1864,117,1
1149,159.2163,89,1
1150,180.8168,140,1
1151,138.4719,78,1
1152,164.1170,107,1
1153,165.4954,152,1
1154,120.9870,68,1
1155,146.8194,81,1
1156,168.5219,108,1
1157,132.1092,68,1
1158,159.8120,161,1
1159,149.7054,77,1
1160,135.9859,77,1
1161,176.0994,114,1
1162,150.6976,87,1
1163,133.1055,60,1
1164,173.2850,110,1
1165,144.4507,84,1
1166,145.2437,85,1
1167,165.8604,111,1
1168,147.2100,97,1
1169,164.1755,115,1
1170,174.0473,144,1
1171,152.7617,74,1
1172,147.9824,75,1
1173,145.8499,72,1
1174,138.9709,83,1
1175,147.3581,94,1
1176,159.3978,90,1
1177,138.0557,86,1
1178,151.9969,86,1
1179,137.4972,63,1
1180,169.0486,102,1
1181,182.4681,129,1
1182,172.9189,98,1
1183,165.7049,116,1
1184,182.8928,134,1
1185,127.0919,60,1
1186,149.8092,83,1
1187,127.1333,60,1
1188,138.4353,80,1
1189,156.6126,86,1
1190,174.5292,103,1
1191,146.4886,81,1
1192,149.6947,78,1
1193,153.1569,87,1
1194,170.5117,133,1
1195,141.2274,84,1
1196,164.7103,95,1
1197,144.6893,86,1
1198,148.8907,90,1
1199,166.9893,99,1
1200,141.1409,84,1
1201,164.7638,93,1
1202,150.4168,86,1
1203,155.1258,102,1
1204,129.9978,63,1
1205,146.4200,72,1
1206,146.0521,84,1
1207,151.0508,107,1
1208,179.6562,115,1
1209,160.5568,90,1
1210,184.1802,129,1
1211,-99.1858,10,0
1212,138.2300,68,1
1213,-99.5177,8,0
1214,131.7116,79,1
1215,190.4777,132,1
1216,149.8644,89,1
1217,122.4385,111,1
1218,178.3177,158,1
1219,123.0565,58,1
1220,175.1271,108,1
1221,145.1981,75,1
1222,149.8797,81,1
1223,171.6512,114,1
1224,125.5422,59,1
1225,152.6528,105,1
